Refactoring Type,Original,Updated,Old Location,New Location,Old Method Line,New Method Line,Description,Commit,Location,Original Line,Updated Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Add Parameter,get_binary_frame,get_binary_frame,,,,,['The parameters [ pol is_x_first is_x_flipped is_y_flipped data_format ] are added to the method get_binary_frame from the module snntoolbox/datasets/aedat/DVSIterator.py'],fbe35962f59485f6757060330cd45529c919eb5b,snntoolbox/datasets/aedat/DVSIterator.py,296.0,316.0,,,
Add Parameter,get_eventframe_sequence,get_eventframe_sequence,,,,,['The parameters [ pol is_x_first is_x_flipped is_y_flipped data_format ] are added to the method get_eventframe_sequence from the module snntoolbox/datasets/aedat/DVSIterator.py'],fbe35962f59485f6757060330cd45529c919eb5b,snntoolbox/datasets/aedat/DVSIterator.py,348.0,383.0,,,
Add Parameter,next_eventframe_batch,next_eventframe_batch,,,,,['The parameters [ x_b_pol is_x_first is_x_flipped is_y_flipped data_format ] are added to the method next_eventframe_batch from the module snntoolbox/datasets/aedat/DVSIterator.py'],fbe35962f59485f6757060330cd45529c919eb5b,snntoolbox/datasets/aedat/DVSIterator.py,363.0,401.0,,,
Rename Method,toggle_process_state,toggle_start_state,,,,,['The method toggle_process_state from the module snntoolbox/gui/gui.py in class SNNToolboxGUI is renamed to toggle_start_state'],fc4fe9cca0e3ed6777548da6b6dfc81bd5f166eb,snntoolbox/gui/gui.py/SNNToolboxGUI,1010.0,1014.0,,,
Remove Parameter,spike_pool2d,spike_pool2d,,,,,['The parameters [ pool_mode ] of the method spike_pool2d from the module snntoolbox/simulation/backends/inisim/inisim.py is/are removed'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/backends/inisim/inisim.py,717.0,717.0,,,
Remove Parameter,spike_pool_2d,spike_pool_2d,,,,,['The parameters [ mode ] of the method spike_pool_2d from the module snntoolbox/simulation/backends/inisim/inisim.py is/are removed'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/backends/inisim/inisim.py,781.0,775.0,,,
Add Parameter,output_graphs,output_graphs,,,,,['The parameters [ data_format ] are added to the method output_graphs from the module snntoolbox/simulation/plotting.py'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/plotting.py,20.0,20.0,,,
Add Parameter,plot_activations,plot_activations,,,,,['The parameters [ data_format ] are added to the method plot_activations from the module snntoolbox/simulation/plotting.py'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/plotting.py,293.0,309.0,,,
Add Parameter,plot_activations_minus_rates,plot_activations_minus_rates,,,,,['The parameters [ data_format ] are added to the method plot_activations_minus_rates from the module snntoolbox/simulation/plotting.py'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/plotting.py,323.0,343.0,,,
Add Parameter,plot_input_image,plot_input_image,,,,,['The parameters [ data_format ] are added to the method plot_input_image from the module snntoolbox/simulation/plotting.py'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/plotting.py,1078.0,1103.0,,,
Add Parameter,plot_layer_activity,plot_layer_activity,,,,,['The parameters [ data_format ] are added to the method plot_layer_activity from the module snntoolbox/simulation/plotting.py'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/plotting.py,187.0,195.0,,,
Add Parameter,plot_layer_summaries,plot_layer_summaries,,,,,['The parameters [ data_format ] are added to the method plot_layer_summaries from the module snntoolbox/simulation/plotting.py'],fc5da69efb1f5f897c664a9c6ed32fb17270afaf,snntoolbox/simulation/plotting.py,102.0,105.0,,,
Rename Method,plot_rates_minus_activations,plot_activations_minus_rates,,,,,['The method plot_rates_minus_activations from the module snntoolbox/io_utils/plotting.py is renamed to plot_activations_minus_rates'],ff68020f31663a0c0023a47dc347531f1f4250af,snntoolbox/io_utils/plotting.py,248.0,256.0,,,
