Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit
Add Parameter,maybe_refresh_cals_matrix,maybe_refresh_cals_matrix,qiskit/aqua/quantum_instance.py/QuantumInstance,348,385,['The parameters [ timestamp ] are added to the method maybe_refresh_cals_matrix from the module qiskit/aqua/quantum_instance.py in class QuantumInstance'],170c6060cb04ff3efce0943ff2e43da84b8a5b70
Add Parameter,add_measurement_error_mitigation_to_qobj,add_measurement_error_mitigation_to_qobj,qiskit/aqua/utils/measurement_error_mitigation.py,82,82,['The parameters [ new_qobj ] are added to the method add_measurement_error_mitigation_to_qobj from the module qiskit/aqua/utils/measurement_error_mitigation.py'],170c6060cb04ff3efce0943ff2e43da84b8a5b70
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/components/initial_states/zero.py/Zero,46,46,['The parameters [ qubits ] of the method construct_circuit from the module qiskit/aqua/components/initial_states/zero.py in class Zero are changed/renamed to [register]'],172bb62e9d425f4f2327adef97d7fa8fb57a839d
Add Parameter,construct_circuit,construct_circuit,qiskit/aqua/algorithms/single_sample/grover/grover.py/Grover,239,237,['The parameters [ measurement ] are added to the method construct_circuit from the module qiskit/aqua/algorithms/single_sample/grover/grover.py in class Grover'],179b564a13bf1d864e9b86af84e8973b25eba745
Add Parameter,__init__,__init__,qiskit/optimization/algorithms/minimum_eigen_optimizer.py/MinimumEigenOptimizer,104,104,['The parameters [ converters ] are added to the method __init__ from the module qiskit/optimization/algorithms/minimum_eigen_optimizer.py in class MinimumEigenOptimizer'],18b0901883c95e915b398b3ef2b5aa8569d7d905
Rename Method,test_sumbit_multiple_circutis,test_submit_multiple_circuits,test/test_operator.py/TestOperator,618,620,['The method test_sumbit_multiple_circutis from the module test/test_operator.py in class TestOperator is renamed to test_submit_multiple_circuits'],18b4198b74a477111471b09e18f8c1e4ff650934
Rename Method,test_simon,atest_simon,test/test_simon.py/TestSimon,38,39,['The method test_simon from the module test/test_simon.py in class TestSimon is renamed to atest_simon'],18e11377ae1c5961db7c41f30059fc16614a5896
Rename Method,bind_parameters,assign_parameters,qiskit/aqua/operators/evolutions/evolved_op.py/EvolvedOp,111,111,['The method bind_parameters from the module qiskit/aqua/operators/evolutions/evolved_op.py in class EvolvedOp is renamed to assign_parameters'],193097776460d33b516a27eb64b9a94436385ea6
Rename Method,bind_parameters,assign_parameters,qiskit/aqua/operators/list_ops/list_op.py/ListOp,309,309,['The method bind_parameters from the module qiskit/aqua/operators/list_ops/list_op.py in class ListOp is renamed to assign_parameters'],193097776460d33b516a27eb64b9a94436385ea6
Rename Method,bind_parameters,assign_parameters,qiskit/aqua/operators/primitive_ops/circuit_op.py/CircuitOp,165,165,['The method bind_parameters from the module qiskit/aqua/operators/primitive_ops/circuit_op.py in class CircuitOp is renamed to assign_parameters'],193097776460d33b516a27eb64b9a94436385ea6
Rename Method,bind_parameters,assign_parameters,qiskit/aqua/operators/primitive_ops/primitive_op.py/PrimitiveOp,214,214,['The method bind_parameters from the module qiskit/aqua/operators/primitive_ops/primitive_op.py in class PrimitiveOp is renamed to assign_parameters'],193097776460d33b516a27eb64b9a94436385ea6
Rename Method,bind_parameters,assign_parameters,qiskit/aqua/operators/state_fns/circuit_state_fn.py/CircuitStateFn,252,252,['The method bind_parameters from the module qiskit/aqua/operators/state_fns/circuit_state_fn.py in class CircuitStateFn is renamed to assign_parameters'],193097776460d33b516a27eb64b9a94436385ea6
Rename Method,bind_parameters,assign_parameters,qiskit/aqua/operators/state_fns/state_fn.py/StateFn,295,295,['The method bind_parameters from the module qiskit/aqua/operators/state_fns/state_fn.py in class StateFn is renamed to assign_parameters'],193097776460d33b516a27eb64b9a94436385ea6
Add Parameter,init_args,init_args,qiskit_aqua/algorithms/components/optimizers/spsa.py/SPSA,93,97,['The parameters [ batch_circuits ] are added to the method init_args from the module qiskit_aqua/algorithms/components/optimizers/spsa.py in class SPSA'],196380b9b0355652f6481716878fd2fc6a82ba23
Remove Parameter,__init__,__init__,qiskit_aqua/algorithms/components/iqfts/iqft.py/IQFT,36,37,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua/algorithms/components/iqfts/iqft.py in class IQFT is/are removed'],19b0e0136f1173e44e4f724f0ffd89cb8da98035
Remove Parameter,__init__,__init__,qiskit_aqua/algorithms/components/oracles/oracle.py/Oracle,36,37,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua/algorithms/components/oracles/oracle.py in class Oracle is/are removed'],19b0e0136f1173e44e4f724f0ffd89cb8da98035
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/adaptive/qaoa/qaoa.py/QAOA,85,85,['The parameters [ mixer ] are added to the method __init__ from the module qiskit/aqua/algorithms/adaptive/qaoa/qaoa.py in class QAOA'],19c65b468088e257e625cd6d44c859cce4cffb62
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/adaptive/qaoa/varform.py/QAOAVarForm,28,28,['The parameters [ mixer_operator ] are added to the method __init__ from the module qiskit/aqua/algorithms/adaptive/qaoa/varform.py in class QAOAVarForm'],19c65b468088e257e625cd6d44c859cce4cffb62
Add Parameter,_create_eigs,_create_eigs,test/aqua/test_hhl.py/TestHHL,45,52,['The parameters [ use_circuit_library ] are added to the method _create_eigs from the module test/aqua/test_hhl.py in class TestHHL'],19fab239996d9f2460b6a094f68fe00a83c6144a
Add Parameter,test_hhl_diagonal,test_hhl_diagonal,test/aqua/test_hhl.py/TestHHL,63,78,['The parameters [ use_circuit_library ] are added to the method test_hhl_diagonal from the module test/aqua/test_hhl.py in class TestHHL'],19fab239996d9f2460b6a094f68fe00a83c6144a
Add Parameter,test_hhl_diagonal_negative,test_hhl_diagonal_negative,test/aqua/test_hhl.py/TestHHL,108,130,['The parameters [ use_circuit_library ] are added to the method test_hhl_diagonal_negative from the module test/aqua/test_hhl.py in class TestHHL'],19fab239996d9f2460b6a094f68fe00a83c6144a
Change/Rename Parameter,construct_evaluation_circuit,construct_evaluation_circuit,qiskit_aqua/operator.py/Operator,555,555,['The parameters [ is_aer ] of the method construct_evaluation_circuit from the module qiskit_aqua/operator.py in class Operator are changed/renamed to [use_simulator_operator_mode]'],1a64282cb78a6404efccaef9131a8ce863c759eb
Change/Rename Parameter,evaluate_with_result,evaluate_with_result,qiskit_aqua/operator.py/Operator,645,645,['The parameters [ is_aer ] of the method evaluate_with_result from the module qiskit_aqua/operator.py in class Operator are changed/renamed to [use_simulator_operator_mode]'],1a64282cb78a6404efccaef9131a8ce863c759eb
Remove Parameter,get_for,get_for,hhl_testing/hhl_test_suite.py,197,253,['The parameters [ subs ] of the method get_for from the module hhl_testing/hhl_test_suite.py is/are removed'],1a88926c3e367c173d99809097fb8819249867bd
Rename Method,_two_body_integrals,two_body_integrals,qiskit_aqua_chemistry/qmolecule.py/QMolecule,71,71,['The method _two_body_integrals from the module qiskit_aqua_chemistry/qmolecule.py in class QMolecule is renamed to two_body_integrals'],1b06a0372a1fae510c25bbdbf62815e96b4938db
Add Parameter,__init__,__init__,qiskit/aqua/quantum_instance.py/QuantumInstance,50,50,['The parameters [ job_callback ] are added to the method __init__ from the module qiskit/aqua/quantum_instance.py in class QuantumInstance'],1b8af51fafaea55cbfc88a105e058c8b9210f5cd
Add Parameter,run_qobj,run_qobj,qiskit/aqua/utils/run_circuits.py,273,292,['The parameters [ job_callback ] are added to the method run_qobj from the module qiskit/aqua/utils/run_circuits.py'],1b8af51fafaea55cbfc88a105e058c8b9210f5cd
Rename Method,test_logic_expr_oracle,disable_test_logic_expr_oracle,test/test_logical_expression_oracle.py/TestLogicalExpressionOracle,63,64,['The method test_logic_expr_oracle from the module test/test_logical_expression_oracle.py in class TestLogicalExpressionOracle is renamed to disable_test_logic_expr_oracle'],1c1c8becbf089193c850de0e4904f863b0c71170
Remove Parameter,__init__,__init__,qiskit_aqua/algorithms/adaptive/qaoa/qaoa.py/QAOA,78,78,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua/algorithms/adaptive/qaoa/qaoa.py in class QAOA is/are removed'],1c423e62f8779f91b94ea7944b0e771a84536e93
Remove Parameter,__init__,__init__,qiskit_aqua/algorithms/many_sample/eoh/eoh.py/EOH,109,109,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua/algorithms/many_sample/eoh/eoh.py in class EOH is/are removed'],1c423e62f8779f91b94ea7944b0e771a84536e93
Rename Method,test_vqc_directly,test_save_and_load_model,test/aqua/test_vqc.py/TestVQC,153,153,['The method test_vqc_directly from the module test/aqua/test_vqc.py in class TestVQC is renamed to test_save_and_load_model'],1c61ece5a5dcd863ca21f934865247f413ab5a7b
Add Parameter,init_args,init_args,qiskit_aqua/algorithms/components/reciprocals/generated_circuits_rotation.py/GeneratedCircuit,89,89,['The parameters [ evo_time lambda_min ] are added to the method init_args from the module qiskit_aqua/algorithms/components/reciprocals/generated_circuits_rotation.py in class GeneratedCircuit'],1ce3dec9a6f33dc8091e9f7d19cadaaef73f6149
Add Parameter,train,train,qiskit/aqua/components/neural_networks/classical_discriminator.py/ClassicalDiscriminator,255,255,['The parameters [ quantum_instance shots ] are added to the method train from the module qiskit/aqua/components/neural_networks/classical_discriminator.py in class ClassicalDiscriminator'],1d06b8d04a751bf54bf8c28354798732168566c7
Add Parameter,init_args,init_args,qpe_hhl/qpe.py/QPE,169,169,['The parameters [ test_flag ] are added to the method init_args from the module qpe_hhl/qpe.py in class QPE'],1e5afcc9f5ffdbae29a3a88723c201789afec4c8
Add Parameter,init_params,init_params,qpe_hhl/qpe.py/QPE,126,126,['The parameters [ test_flag ] are added to the method init_params from the module qpe_hhl/qpe.py in class QPE'],1e5afcc9f5ffdbae29a3a88723c201789afec4c8
Add Parameter,_reuse_shared_circuits,_reuse_shared_circuits,qiskit_aqua/utils/run_circuits.py,73,73,['The parameters [ simulator_config ] are added to the method _reuse_shared_circuits from the module qiskit_aqua/utils/run_circuits.py'],1e7f594c98e1c208a3d5db0fae06beb8be6eec40
Add Parameter,compile_and_run_circuits,compile_and_run_circuits,qiskit_aqua/utils/run_circuits.py,125,124,['The parameters [ simulator_config ] are added to the method compile_and_run_circuits from the module qiskit_aqua/utils/run_circuits.py'],1e7f594c98e1c208a3d5db0fae06beb8be6eec40
Remove Parameter,register_pluggable,register_pluggable,qiskit_aqua/_discover.py,214,214,['The parameters [ configuration ] of the method register_pluggable from the module qiskit_aqua/_discover.py is/are removed'],1eda6b9fd1cb3bf9d371e998345e84012bcd43aa
Change/Rename Parameter,__init__,__init__,qiskit_aqua/quantum_instance.py/QuantumInstance,47,47,['The parameters [ simulator_options ] of the method __init__ from the module qiskit_aqua/quantum_instance.py in class QuantumInstance are changed/renamed to [backend_options]'],1f2f74b4689f8436177de754923ee02ce3e3f946
Rename Method,simulator_config,backend_options,qiskit_aqua/quantum_instance.py/QuantumInstance,210,211,['The method simulator_config from the module qiskit_aqua/quantum_instance.py in class QuantumInstance is renamed to backend_options'],1f2f74b4689f8436177de754923ee02ce3e3f946
Change/Rename Parameter,_reuse_shared_circuits,_reuse_shared_circuits,qiskit_aqua/utils/run_circuits.py,73,73,['The parameters [ simulator_config ] of the method _reuse_shared_circuits from the module qiskit_aqua/utils/run_circuits.py are changed/renamed to [backend_options]'],1f2f74b4689f8436177de754923ee02ce3e3f946
Change/Rename Parameter,compile_and_run_circuits,compile_and_run_circuits,qiskit_aqua/utils/run_circuits.py,126,126,['The parameters [ simulator_config ] of the method compile_and_run_circuits from the module qiskit_aqua/utils/run_circuits.py are changed/renamed to [backend_options]'],1f2f74b4689f8436177de754923ee02ce3e3f946
Add Parameter,__init__,__init__,qiskit_chemistry_ui/_controller.py/Controller,43,35,['The parameters [ guiprovider ] are added to the method __init__ from the module qiskit_chemistry_ui/_controller.py in class Controller'],1f553f3fae3b293981b9ec13428f451940badebf
Remove Parameter,__init__,__init__,qiskit_aqua/algorithms/components/problems/fixed_value_comparator.py/FixedValueComparator,27,27,['The parameters [ i_state i_compare i_objective ] of the method __init__ from the module qiskit_aqua/algorithms/components/problems/fixed_value_comparator.py in class FixedValueComparator is/are removed'],20acccc3ed59e0ae6345cf39cb0dfc206e8194d4
Add Parameter,_optimize,_optimize,test/aqua/test_nlopt_optimizers.py/TestNLOptOptimizers,31,31,['The parameters [ use_bound ] are added to the method _optimize from the module test/aqua/test_nlopt_optimizers.py in class TestNLOptOptimizers'],2121df4cc2f9c14a3d9e12e8c831532c25ef5682
Add Parameter,test_nlopt,test_nlopt,test/aqua/test_nlopt_optimizers.py/TestNLOptOptimizers,39,39,['The parameters [ use_bound ] are added to the method test_nlopt from the module test/aqua/test_nlopt_optimizers.py in class TestNLOptOptimizers'],2121df4cc2f9c14a3d9e12e8c831532c25ef5682
Change Return Type,expand_to_hermitian,expand_to_hermitian,qiskit/aqua/algorithms/linear_solvers/hhl.py/HHL,254,257,['The return type of method expand_to_hermitian from the module qiskit/aqua/algorithms/linear_solvers/hhl.py in class HHL is updated'],2139c2c17a6f1a361df6443a452daef33cd64418
Change Return Type,expand_to_powerdim,expand_to_powerdim,qiskit/aqua/algorithms/linear_solvers/hhl.py/HHL,230,233,['The return type of method expand_to_powerdim from the module qiskit/aqua/algorithms/linear_solvers/hhl.py in class HHL is updated'],2139c2c17a6f1a361df6443a452daef33cd64418
Change Return Type,matrix_resize,matrix_resize,qiskit/aqua/algorithms/linear_solvers/hhl.py/HHL,144,146,['The return type of method matrix_resize from the module qiskit/aqua/algorithms/linear_solvers/hhl.py in class HHL is updated'],2139c2c17a6f1a361df6443a452daef33cd64418
Add Parameter,__init__,__init__,qiskit_aqua/components/initial_states/custom.py/Custom,63,60,['The parameters [ circuit ] are added to the method __init__ from the module qiskit_aqua/components/initial_states/custom.py in class Custom'],21cba3208f6e5c1ae343d44272a13a61c748e643
Add Parameter,get_kernel_matrix,get_kernel_matrix,qiskit/aqua/algorithms/classifiers/qsvm/qsvm.py/QSVM,217,217,['The parameters [ enforce_psd ] are added to the method get_kernel_matrix from the module qiskit/aqua/algorithms/classifiers/qsvm/qsvm.py in class QSVM'],2291596564c134db6cedbddc60ddde1a6fe75442
Change Return Type,backend,backend,qiskit/aqua/algorithms/quantum_algorithm.py/QuantumAlgorithm,91,95,['The return type of method backend from the module qiskit/aqua/algorithms/quantum_algorithm.py in class QuantumAlgorithm is updated'],2387d7341eb7befc7784bc8c81115c8f2fc3e738
